0.000000000000000000e+00 1.053180190767584463e+03
1.800900450225112470e-01 1.068297702999313060e+03
3.601800900450224940e-01 1.077081755174289810e+03
5.402701350675337411e-01 1.083488101200259052e+03
7.203601800900449881e-01 1.088786960714808401e+03
9.004502251125562351e-01 1.092407316868572480e+03
1.080540270135067482e+00 1.095379954762483976e+03
1.260630315157578618e+00 1.097462934003774535e+03
1.440720360180089976e+00 1.098065073593773150e+03
1.620810405202601334e+00 1.097224497345383725e+03
1.800900450225112470e+00 1.095251640548872729e+03
1.980990495247623606e+00 1.091780930545565298e+03
2.161080540270134964e+00 1.086517767131867686e+03
2.341170585292646322e+00 1.079798637938868751e+03
2.521260630315157236e+00 1.071491660377111202e+03
2.701350675337668594e+00 1.061480704141851220e+03
2.881440720360179952e+00 1.049670441844710012e+03
3.061530765382691310e+00 1.036156178263110860e+03
3.241620810405202668e+00 1.020877272455529805e+03
3.421710855427713582e+00 1.004299212256122928e+03
3.601800900450224940e+00 9.872227552402548554e+02
3.781890945472736298e+00 9.705560624923125488e+02
3.961980990495247212e+00 9.556821698386722801e+02
4.142071035517759015e+00 9.535642923621750242e+02
4.322161080540269928e+00 9.630811023474118429e+02
4.502251125562780842e+00 9.944655155280852341e+02
4.682341170585292645e+00 1.037015623027271431e+03
4.862431215607803558e+00 1.070696540189757570e+03
5.042521260630314472e+00 1.088065286877666495e+03
5.222611305652826275e+00 1.098391721392679983e+03
5.402701350675337189e+00 1.102531292688785470e+03
5.582791395697848991e+00 1.103704921102392973e+03
5.762881440720359905e+00 1.103338828102921980e+03
5.942971485742870819e+00 1.101892668126027729e+03
6.123061530765382621e+00 1.099750229550308404e+03
6.303151575787893535e+00 1.096800393035242678e+03
6.483241620810405337e+00 1.093277462194988857e+03
6.663331665832916251e+00 1.089293177706322695e+03
6.843421710855427165e+00 1.085006954988497228e+03
7.023511755877938967e+00 1.080729644534567797e+03
7.203601800900449881e+00 1.076608729648939971e+03
7.383691845922960795e+00 1.072755103513114364e+03
7.563781890945472597e+00 1.069412870804997283e+03
7.743871935967983511e+00 1.066426388126379607e+03
7.923961980990494425e+00 1.063876463817790182e+03
8.104052026013006227e+00 1.061770672182252611e+03
8.284142071035518029e+00 1.060160982893703704e+03
8.464232116058028055e+00 1.058936803229559246e+03
8.644322161080539857e+00 1.057896262033955054e+03
8.824412206103051659e+00 1.057166167145528107e+03
9.004502251125561685e+00 1.056406268790091872e+03
9.184592296148073487e+00 1.055811133085704341e+03
9.364682341170585289e+00 1.055558911698592055e+03
9.544772386193095315e+00 1.054609237509622744e+03
9.724862431215607117e+00 1.051040267121538136e+03
9.904952476238118919e+00 1.048732331394799303e+03
1.008504252126062894e+01 1.053092356739630986e+03
1.026513256628314075e+01 1.054876181487516305e+03
1.044522261130565255e+01 1.055414820718072178e+03
1.062531265632816435e+01 1.055972477179225962e+03
1.080540270135067438e+01 1.057113418514665454e+03
1.098549274637318618e+01 1.058274596473856263e+03
1.116558279139569798e+01 1.060493427382720029e+03
1.134567283641820801e+01 1.063871882145765994e+03
1.152576288144071981e+01 1.068189403707190195e+03
1.170585292646323161e+01 1.073322522523045791e+03
1.188594297148574164e+01 1.079592225195112405e+03
1.206603301650825344e+01 1.086719952329462785e+03
1.224612306153076524e+01 1.094695822529594352e+03
1.242621310655327527e+01 1.103556965106694861e+03
1.260630315157578707e+01 1.113224392689627166e+03
1.278639319659829887e+01 1.123349765284218620e+03
1.296648324162081067e+01 1.133736708621530624e+03
1.314657328664332070e+01 1.144154656043561772e+03
1.332666333166583250e+01 1.153011573083620078e+03
1.350675337668834430e+01 1.161200871045342183e+03
1.368684342171085433e+01 1.165831387134352099e+03
1.386693346673336613e+01 1.164864243178501056e+03
1.404702351175587793e+01 1.159023396607006589e+03
1.422711355677838796e+01 1.152306318838706829e+03
1.440720360180089976e+01 1.140062753853947925e+03
1.458729364682341156e+01 1.033004668352014960e+03
1.476738369184592159e+01 9.952549789051636253e+02
1.494747373686843339e+01 9.710410162499206308e+02
1.512756378189094519e+01 9.741434804022037497e+02
1.530765382691345522e+01 9.800972859082087325e+02
1.548774387193596702e+01 9.875469675724855279e+02
1.566783391695847882e+01 9.993866531717816315e+02
1.584792396198098885e+01 1.011151398561065776e+03
1.602801400700350243e+01 1.020844416355076646e+03
1.620810405202601245e+01 1.029687574359380278e+03
1.638819409704852248e+01 1.037683308078934715e+03
1.656828414207103606e+01 1.044465288368707888e+03
1.674837418709354608e+01 1.050063622214860288e+03
1.692846423211605611e+01 1.056226860974312558e+03
1.710855427713856969e+01 1.063505348872777404e+03
1.728864432216107971e+01 1.070427823407690994e+03
1.746873436718358974e+01 1.075136873348631070e+03
1.764882441220610332e+01 1.081369200681358507e+03
1.782891445722861334e+01 1.086670532366203361e+03
1.800900450225112337e+01 1.090622657027916375e+03
1.818909454727363695e+01 1.094854703247871612e+03
1.836918459229614697e+01 1.098409928660024889e+03
1.854927463731865700e+01 1.101315007196640636e+03
1.872936468234117058e+01 1.103854747468191135e+03
1.890945472736368060e+01 1.106022211252447505e+03
1.908954477238619063e+01 1.107838601081923343e+03
1.926963481740870421e+01 1.108913719119604139e+03
1.944972486243121423e+01 1.108877848537568298e+03
1.962981490745372426e+01 1.108659245355263693e+03
1.980990495247623784e+01 1.108795490045669567e+03
